"id","data_venda","cliente","vendedor","produto","categoria","fornecedor","quantidade","valor_venda","valor_custo"
4220,"2016-07-09","Matilde Rodrigues","PILAR SANCHES","XTG SOUND","CELULARES","GFORCE",1,"320.00","190.00"
4221,"2016-10-23","Thaís Oliveira","CLARA MAFRA","TV LED 42 SAMSUNG","TV E AUDIO","SAMSUNG",5,"2200.00","1354.00"
4222,"2017-01-24","Caio Sousa","EDUARDO SANTOS","NOTEBOOK ACER 17","INFORMATICA","ACER",4,"2100.00","1700.00"
4223,"2016-12-16","Eduardo Pereira","WALLACE MOREIRA","IPAD MINI 16","INFORMATICA","APPLE",1,"1200.00","790.00"
4224,"2015-02-06","Marina Pereira","ANTONIO JESUS","NOKIA QUARTY","CELULARES","NOKIA",3,"300.00","190.00"
4225,"2015-01-18","Matilde Alves","SERGIO AGUDO","PLAYSTATION 3","GAMES","SONY",3,"980.00","590.00"
4226,"2017-09-11","Lucas Almeida","RENE CHIARI","SONY W100","CELULARES","SONY",5,"980.00","530.00"
4227,"2016-05-10","Camila Rodrigues","RENATA MONTEIRO","JACKSON","DVDS","STUDIOS HB",4,"34.00","18.00"
4228,"2017-01-20","Carlos Ferreira","DAVID BORGES","MOCHILA NOTEBOOK 15.6 POL","INFORMATICA","GENIUS",4,"109.00","81.00"
4229,"2015-06-16","Clara Cunha","SILVIO BAHIANA","DESKTOP P5 ML","INFORMATICA","MULTILASER",4,"1400.00","950.00"
4230,"2017-11-12","Beatriz Lima","GERALDO FRANCISCO","PENDRIVE 16","INFORMATICA","PHILIPS",4,"30.00","10.00"
4231,"2017-12-19","Tiago Ferreira","DAVID BORGES","PODEROSO CHEFE","DVDS","STUDIOS HOLLYWOOD",5,"98.00","46.00"
4232,"2017-08-09","Eduardo Rodrigues","WALLACE MOREIRA","MESA 4 LUGARES","MOVEIS","MOVEIS VAREJÃƒO",3,"1000.00","823.00"
4233,"2016-10-06","Lucas Almeida","RENATA MONTEIRO","MOTOROLA TV","CELULARES","MOTOROLA",2,"799.00","555.00"
4234,"2016-06-18","Leonor Santos","RENATA MONTEIRO","SAO PAULO / CURITIBA","PASSAGENS","LINHAS BRASIL EXPRESS",3,"300.00","260.00"
4235,"2017-06-20","Evelyn Barros","WALLACE MOREIRA","SAO PAULO / MADRID","PASSAGENS","LINHAS INTERNACIONAIS EURO",3,"2700.00","2350.00"
4236,"2015-01-27","Raissa Costa","RENE CHIARI","DESKTOP P5 HP","INFORMATICA","HP",3,"1400.00","980.00"
4237,"2016-06-26","Emilly Rodrigues","FABIO AUGUSTO","MEMORIA DDR 3 16GB","INFORMATICA","VISION",3,"140.00","75.00"
4238,"2017-10-10","Nicole Martins","PILAR SANCHES","HUB SWITCH 6 PORTAS","INFORMATICA","ACER",5,"79.00","60.00"
4239,"2016-07-17","Marina Pinto","DAVID BORGES","TV PLASMA PHILIPS 42","TV E AUDIO","PHILIPS",4,"1200.00","980.00"
4240,"2017-10-08","Felipe Oliveira","TERESA CRISTINA","JUICER CCE","ELETRODOMESTICOS","CCE",3,"430.00","347.00"
4241,"2015-07-12","Aline Alves","WALLACE MOREIRA","PENDRIVE 128 CROSSAIR","INFORMATICA","PHILIPS",1,"137.00","98.00"
4242,"2016-07-01","Beatriz Fernandes","FABIO AUGUSTO","DREAMC QUARTY","CELULARES","DREAMC",5,"180.00","98.00"
4243,"2015-01-17","Rebeca Carvalho","ANTONIO JESUS","SONY W100","CELULARES","SONY",1,"980.00","530.00"
4244,"2016-07-20","Vinicius Souza","CLARA MAFRA","LAVADORA GANCA 10L","ELETRODOMESTICOS","GANCA",4,"5400.00","5020.00"
4245,"2016-06-05","Felipe Oliveira","FABIO AUGUSTO","PENDRIVE 64 ML","INFORMATICA","MULTILASER",2,"85.00","40.00"
4246,"2016-07-17","Felipe Martins","MARCELO WITEMBERG","RACK TV MOGNO","MOVEIS","BRASIL MADEIRAS",2,"1500.00","1087.00"
4247,"2017-07-16","Marisa Barbosa","LILIAN SALINAS","TECLADO WIRELESS MULTILASER","INFORMATICA","MULTILASER",3,"120.00","90.00"
4248,"2017-05-13","Luiz Dias","MARCELO WITEMBERG","SAO PAULO / RIO DE JANEIRO","PASSAGENS","LINHAS BRASIL EXPRESS",3,"230.00","180.00"
4249,"2015-06-02","Alex Alves","WALLACE MOREIRA","SMART TV PANASONIC 32","TV E AUDIO","PANASONIC",2,"1099.00","700.00"
4250,"2017-12-23","Ryan Souza","PILAR SANCHES","GRILL GEROGE FOREMAN","ELETRODOMESTICOS","GANCA",1,"250.00","210.00"
4251,"2015-01-25","Eduarda Goncalves","RENE CHIARI","MESA DE CENTRO","MOVEIS","MOVEIS VAREJÃƒO",5,"500.00","350.00"
4252,"2017-09-27","Victor Santos","HERMES MACEDO","CASOAS ANTIGOS","DVDS","EM SPORTS",2,"37.00","20.00"
4253,"2015-02-01","Alice Azevedo","JOAO NUNES","HD 1T SAMSUNG","INFORMATICA","SAMSUNG",3,"260.00","110.00"
4254,"2017-07-22","Bruno Correia","EDUARDO SANTOS","ARMARIO COZINHA 6 PORTAS","MOVEIS","BRASIL MADEIRAS",3,"2500.00","2030.00"
4255,"2017-01-27","Luan Costa","RAFAELA LIMA","HD 3T SAMSUNG","INFORMATICA","SAMSUNG",4,"700.00","300.00"
4256,"2016-07-03","Leonardo Oliveira","MARCELO WITEMBERG","NOKIA ASHA 501","CELULARES","NOKIA",1,"600.00","320.00"
4257,"2016-07-23","Luis Pereira","RAFAELA LIMA","LG C397","CELULARES","LG",1,"500.00","360.00"
4258,"2015-10-16","Guilherme Oliveira","HERMES MACEDO","LG OPTIMUS","CELULARES","LG",5,"890.00","500.00"
4259,"2015-10-25","Giovana Gomes","GERALDO FRANCISCO","RIO DE JANEIRO / LONDRINA","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",2,"430.00","390.00"
4260,"2015-05-13","Kaua Castro","JOAO NUNES","DESKTOP A5 ML","INFORMATICA","MULTILASER",5,"1300.00","890.00"
4261,"2017-07-10","Emily Ferreira","RENATA MONTEIRO","SAO PAULO / LIMA","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",4,"1900.00","1830.00"
4262,"2015-08-25","Kai Costa","SILVIO BAHIANA","WINDOWS 2016 VISAO GERAL","LIVROS","MICROSOFT",4,"90.00","45.00"
4263,"2015-11-25","Emily Cunha","ANTONIO JESUS","TECLADO WIRELESS","INFORMATICA","GENIUS",4,"89.00","70.00"
4264,"2017-02-25","Murilo Souza","PILAR SANCHES","CENTRIFUGA ARNO","ELETRODOMESTICOS","ARNO",5,"2800.00","2030.00"
4265,"2016-09-10","Renan Oliveira","CLARA MAFRA","TV LED 60 SAMSUNG","TV E AUDIO","SAMSUNG",4,"3800.00","3000.00"
4266,"2017-01-04","Guilherme Oliveira","JOAO NUNES","JUICER WALLITA","ELETRODOMESTICOS","WALLITA",2,"450.00","367.00"
4267,"2017-03-01","Otávio Almeida","EDUARDO SANTOS","MOCHILA NOTEBOOK 15.6 POL","INFORMATICA","GENIUS",4,"109.00","81.00"
4268,"2015-11-26","Maria Almeida","TERESA CRISTINA","MOCHILA NOTEBOOK 14 POL","INFORMATICA","GENIUS",5,"89.00","61.00"
4269,"2015-02-12","Miguel Sousa","LILIAN SALINAS","MOCHILA NOTEBOOK 15.6 POL","INFORMATICA","GENIUS",2,"109.00","81.00"
4270,"2015-07-05","Fábio Cavalcanti","WALLACE MOREIRA","IPOD NANO 32","INFORMATICA","APPLE",2,"450.00","320.00"
4271,"2017-03-26","Lucas Almeida","LILIAN SALINAS","IPOD NANO 32","INFORMATICA","APPLE",5,"450.00","320.00"
4272,"2017-07-20","Luiza Melo","JOAO NUNES","DESKTOP I3","INFORMATICA","ACER",3,"1800.00","986.00"
4273,"2016-03-12","Sophia Goncalves","RODRIGO MARQUES","REVELADOS","LIVROS","EDITORA LELIVROS",4,"48.00","24.00"
4274,"2017-08-06","Kauã Carvalho","DAVID BORGES","ROTEADOR 18 PORTAS","INFORMATICA","MULTILASER",2,"300.00","110.00"
4275,"2017-02-21","Arthur Cavalcanti","RODRIGO MARQUES","DESKTOP 17","INFORMATICA","ACER",2,"2300.00","1800.00"
4276,"2016-09-15","Carlos Pinto","GERALDO FRANCISCO","MEMORIA DDR 3 32GB","INFORMATICA","VISION",2,"350.00","203.00"
4277,"2016-12-16","Cauã Carvalho","DEBORA ALMEIDA","DESKTOP P5 HP","INFORMATICA","HP",1,"1400.00","980.00"
4278,"2016-12-26","Vitór Araujo","RENE CHIARI","DESKTOP P5 HP","INFORMATICA","HP",3,"1400.00","980.00"
4279,"2016-02-12","Renan Goncalves","DAVID BORGES","TITANS","GAMES","BRAZUCA JOGOS",1,"98.00","50.00"
4280,"2016-08-24","Luís Santos","PEDRO NUNES","TV LED 42 SONY","TV E AUDIO","SONY",3,"2000.00","1420.00"
4281,"2017-09-07","Larissa Pinto","GERALDO FRANCISCO","PENDRIVE 256","INFORMATICA","PHILIPS",1,"240.00","190.00"
4282,"2016-04-17","Júlia Goncalves","CARLOS SENRA","NOTEBOOK LN 17","INFORMATICA","LENOVO",4,"2100.00","1700.00"
4283,"2015-05-20","Carlos Azevedo","RENATA MONTEIRO","DESKTOP P5 PH","INFORMATICA","PHILIPS",2,"1400.00","980.00"
4284,"2016-04-18","Renan Rodrigues","GERALDO FRANCISCO","TV 3D SONY 42","TV E AUDIO","SONY",4,"3100.00","2684.00"
4285,"2017-06-02","Thiago Cavalcanti","CLARA MAFRA","NOTEBOOK SONY AWS","INFORMATICA","SONY",2,"2750.00","2400.00"
4286,"2016-05-10","Martim Barbosa","HERMES MACEDO","SMART TV PHILIPS 46","TV E AUDIO","PHILIPS",5,"3199.00","2500.00"
4287,"2015-08-12","Estevan Araujo","RODRIGO BIO","DRAGON BLAZER","GAMES","BRAZUCA JOGOS",3,"90.00","40.00"
4288,"2015-05-05","Tomás Goncalves","PEDRO NUNES","ADAPTADOR WIRELESS","INFORMATICA","ACER",5,"89.00","60.00"
4289,"2015-11-02","Manuela Fernandes","CLARA MAFRA","XTG RAD D3","CELULARES","GFORCE",1,"700.00","489.00"
4290,"2017-05-24","Caio Sousa","CARLOS SENRA","CARTAO SD 64 GB SAMSUNG","INFORMATICA","SAMSUNG",1,"78.00","55.00"
4291,"2017-03-18","Kauan Barbosa","ANTONIO JESUS","IPAD 64","INFORMATICA","APPLE",5,"2500.00","1700.00"
4292,"2016-11-11","Beatriz Castro","RAFAELA LIMA","TV PLASMA PHILIPS 42","TV E AUDIO","PHILIPS",2,"1200.00","980.00"
4293,"2016-12-15","Eduarda Melo","HERMES MACEDO","SMART TV SAMSUNG 52","TV E AUDIO","SAMSUNG",5,"4300.00","3800.00"
4294,"2017-08-16","Leonor Santos","PILAR SANCHES","COMBO TECLADO E MOUSE","INFORMATICA","GENIUS",4,"130.00","89.00"
4295,"2016-05-20","Isabelle Cunha","LILIAN SALINAS","NOKIA ASHA 202","CELULARES","NOKIA",3,"700.00","430.00"
4296,"2015-02-25","Martim Barbosa","CELIA TAVARES","LG OPTIMUS","CELULARES","LG",2,"890.00","500.00"
4297,"2017-06-20","Gabrielle Correia","RODRIGO BIO","TV LED 55 LG","TV E AUDIO","LG",3,"3900.00","3050.00"
4298,"2017-04-04","Caio Gomes","RODRIGO BIO","PENDRIVE 128 CROSSAIR","INFORMATICA","PHILIPS",2,"137.00","98.00"
4299,"2016-11-11","Luana Martins","HERMES MACEDO","C# PRATICO","LIVROS","MICROSOFT",4,"60.00","45.00"
4300,"2015-08-15","Arthur Castro","SILVIO BAHIANA","SONY I5","INFORMATICA","SONY",2,"1800.00","800.00"
4301,"2017-08-25","Renan Gomes","JOAO NUNES","PHONE 4","CELULARES","APPLE",4,"1900.00","1100.00"
4302,"2017-01-15","Isabela Costa","HERMES MACEDO","FUTEBOL 2018","GAMES","JOGAR GAMES",5,"145.00","67.00"
4303,"2017-09-04","Luiz Almeida","PEDRO NUNES","SAO PAULO / LIMA","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",1,"1900.00","1830.00"
4304,"2015-06-10","Alex Ribeiro","PEDRO NUNES","MOCHILA NOTEBOOK 14 POL","INFORMATICA","GENIUS",4,"89.00","61.00"
4305,"2017-02-11","Lavinia Melo","MARCELO WITEMBERG","DEVILCRY","GAMES","BRAZUCA JOGOS",2,"120.00","65.00"
4306,"2017-04-25","Victor Rodrigues","PEDRO NUNES","LEITOR DE CARTOES MULTILASER","INFORMATICA","MULTILASER",2,"24.00","11.00"
4307,"2015-08-18","Evelyn Carvalho","DAVID BORGES","HD 3T SAMSUNG","INFORMATICA","SAMSUNG",4,"700.00","300.00"
4308,"2015-05-11","Júlia Ribeiro","TERESA CRISTINA","SAO PAULO / SALVADOR","PASSAGENS","LINHAS AÃ‰REAS BRAZUCA",4,"450.00","400.00"
4309,"2016-03-01","Caio Correia","DEBORA ALMEIDA","FANTASY STAR","GAMES","JOGAR GAMES",3,"89.00","30.00"
4310,"2016-09-23","Emily Ferreira","SILVIO BAHIANA","TITANS","GAMES","BRAZUCA JOGOS",1,"98.00","50.00"
4311,"2015-10-25","Fernanda Cunha","HERMES MACEDO","NOTEBOOK SONY AWS","INFORMATICA","SONY",2,"2750.00","2400.00"
4312,"2015-07-27","Rodrigo Barbosa","SERGIO AGUDO","WINDOWS 2016 VISAO GERAL","LIVROS","MICROSOFT",4,"90.00","45.00"
4313,"2015-02-16","Tomás Goncalves","ANTONIO JESUS","NOKIA QUARTY","CELULARES","NOKIA",3,"300.00","190.00"
4314,"2017-01-09","Kauê Fernandes","RODRIGO BIO","SAO PAULO / MADRID","PASSAGENS","LINHAS INTERNACIONAIS EURO",3,"2700.00","2350.00"
4315,"2017-12-03","Miguel Almeida","DEBORA ALMEIDA","REVIVALS","GAMES","BRAZUCA JOGOS",2,"145.00","57.00"
4316,"2017-11-13","Mariana Almeida","RODRIGO BIO","SAO PAULO / LIMA","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",4,"1900.00","1830.00"
4317,"2017-03-02","Kauã Almeida","SERGIO AGUDO","CARTAO SD 64 GB SAMSUNG","INFORMATICA","SAMSUNG",2,"78.00","55.00"
4318,"2015-07-01","Leonardo Gomes","GERALDO FRANCISCO","MEMORIA DDR 3 4GB","INFORMATICA","VISION",5,"80.00","45.00"
4319,"2016-03-03","Eduardo Barros","DAVID BORGES","CHAPA A GAS GANCA","ELETRODOMESTICOS","GANCA",1,"1800.00","985.00"
4320,"2015-01-02","Julian Azevedo","JOAO NUNES","NOTEBOOK LN 17","INFORMATICA","LENOVO",4,"2100.00","1700.00"
4321,"2017-09-21","Amanda Cavalcanti","SERGIO AGUDO","MEMORIA DDR 3 4GB","INFORMATICA","VISION",4,"80.00","45.00"
4322,"2015-08-01","Eduardo Rocha","RODRIGO BIO","NOTEBOOK SONY 3D","INFORMATICA","SONY",4,"2500.00","2000.00"
4323,"2015-09-14","Arthur Goncalves","HERMES MACEDO","SAO PAULO / GOIANIA","PASSAGENS","LINHAS AÃ‰REAS BRAZUCA",5,"400.00","360.00"
4324,"2016-11-06","Luiz Ferreira","CLARA MAFRA","HD 3T","INFORMATICA","MULTILASER",2,"760.00","390.00"
4325,"2016-12-12","Nicolash Cunha","CELIA TAVARES","MEMORIA DDR 3 32GB","INFORMATICA","VISION",5,"350.00","203.00"
4326,"2015-02-16","Tomás Goncalves","ANTONIO JESUS","DREAMC VGA","CELULARES","DREAMC",3,"150.00","79.00"
4327,"2017-09-20","Alex Souza","RAFAELA LIMA","CARREGADOR UNIVERSAL NOKIA","CELULARES","NOKIA",3,"100.00","60.00"
4328,"2016-07-02","Isabelle Souza","EDUARDO SANTOS","CADEIRA DE FERRO","MOVEIS","BRASIL MADEIRAS",4,"300.00","160.00"
4329,"2017-05-16","Luiz Souza","CLARA MAFRA","TITANS","GAMES","BRAZUCA JOGOS",4,"98.00","50.00"
4330,"2015-06-25","Isabelle Souza","DEBORA ALMEIDA","MOCHILA NOTEBOOK 15.6 POL","INFORMATICA","GENIUS",5,"109.00","81.00"
4331,"2016-11-25","Renan Carvalho","RODRIGO BIO","SAO PAULO / SALVADOR","PASSAGENS","LINHAS AÃ‰REAS BRAZUCA",1,"450.00","400.00"
4332,"2017-04-07","Letícia Correia","CLARA MAFRA","SMART TV PANASONIC 52","TV E AUDIO","PANASONIC",2,"4200.00","3800.00"
4333,"2017-11-22","Letícia Barbosa","GERALDO FRANCISCO","DESKTOP 17","INFORMATICA","ACER",2,"2300.00","1800.00"
4334,"2015-02-25","Isabelle Barbosa","PILAR SANCHES","CAVALEIRO DAS TREVAS","GAMES","BILLZAR GAMES",5,"110.00","50.00"
4335,"2017-01-21","Laura Cavalcanti","PEDRO NUNES","LG C397","CELULARES","LG",2,"500.00","360.00"
4336,"2016-07-17","Marina Goncalves","SILVIO BAHIANA","CARTAO SD 64 GB SAMSUNG","INFORMATICA","SAMSUNG",3,"78.00","55.00"
4337,"2015-12-15","Rafaela Ferreira","DEBORA ALMEIDA","CARTAO SD 128 GB SANDISK","INFORMATICA","SANDISK",5,"156.00","99.00"
4338,"2017-05-21","Brenda Oliveira","LILIAN SALINAS","SAO PAULO / BUENOS AIRES","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",1,"1090.00","1000.00"
4339,"2017-03-20","Erick Costa","DEBORA ALMEIDA","LAVADORA GANCA 10L","ELETRODOMESTICOS","GANCA",2,"5400.00","5020.00"
4340,"2017-06-24","Julia Cavalcanti","ANTONIO JESUS","TSQL TUNING","LIVROS","MICROSOFT",3,"90.00","75.00"
4341,"2015-08-26","Manuela Fernandes","SERGIO AGUDO","ESCOLINHA DO JUCA","DVDS","STUDIOS HOLLYWOOD",4,"56.00","23.00"
4342,"2017-11-15","Marcos Souza","SERGIO AGUDO","PANIFICADORA BRITANIA","ELETRODOMESTICOS","BRITANIA",4,"250.00","130.00"
4343,"2015-12-24","Bruna Cavalcanti","JOAO NUNES","CAVALEIROS DE PRATA","GAMES","BILLZAR GAMES",1,"145.00","89.00"
4344,"2015-06-22","Bianca Azevedo","PEDRO NUNES","FREEZER 300L BRASTEMP","ELETRODOMESTICOS","BRASTEMP",3,"1800.00","986.00"
4345,"2016-01-16","Rodrigo Ferreira","RENE CHIARI","NOTEBOOK MSFT 17","INFORMATICA","MICROSOFT",3,"3100.00","2700.00"
4346,"2016-08-26","Daniel Cardoso","DEBORA ALMEIDA","HD 3T","INFORMATICA","MULTILASER",4,"760.00","390.00"
4347,"2015-08-22","Emilly Castro","CLARA MAFRA","CARTAO SD 128 GB SANDISK","INFORMATICA","SANDISK",3,"156.00","99.00"
4348,"2016-06-15","Nicolash Silva","DAVID BORGES","SAO PAULO / LONDRINA","PASSAGENS","LINHAS BRASIL EXPRESS",4,"310.00","280.00"
4349,"2015-05-13","Anna Oliveira","HERMES MACEDO","TABLET 10 LENOVO","INFORMATICA","LENOVO",4,"800.00","650.00"
4350,"2016-02-18","Thiago Goncalves","FABIO AUGUSTO","MOTOROLA TV","CELULARES","MOTOROLA",3,"799.00","555.00"
4351,"2016-09-11","Vitoria Melo","SILVIO BAHIANA","NOTEBOOK ACER 15","INFORMATICA","ACER",3,"1500.00","800.00"
4352,"2016-07-04","José Ribeiro","ANTONIO JESUS","NOTEBOOK SONY 3D","INFORMATICA","SONY",1,"2500.00","2000.00"
4353,"2015-08-23","Gabriel Fernandes","FABIO AUGUSTO","SMART TV PHILIPS 46","TV E AUDIO","PHILIPS",2,"3199.00","2500.00"
4354,"2015-01-02","Isabela Souza","TERESA CRISTINA","UM CASO PERDIDO","LIVROS","EDITORA LELIVROS",5,"56.00","20.00"
4355,"2016-03-02","Rafael Rodrigues","MARCELO WITEMBERG","XTG E1","CELULARES","GFORCE",3,"300.00","200.00"
4356,"2015-06-02","Laura Cavalcanti","LILIAN SALINAS","ROTEADOR 18 PORTAS","INFORMATICA","MULTILASER",5,"300.00","110.00"
4357,"2017-04-16","José Fernandes","FABIO AUGUSTO","TV LED 60 SAMSUNG","TV E AUDIO","SAMSUNG",4,"3800.00","3000.00"
4358,"2016-10-21","Carlos Pinto","SERGIO AGUDO","JOGOS MALÉFICOS","DVDS","STUDIOS CALIFORNIA",1,"38.00","23.00"
4359,"2017-09-24","Samuel Pinto","CARLOS SENRA","DESKTOP 17","INFORMATICA","ACER",4,"2300.00","1800.00"
4360,"2016-02-22","Vinícius Barros","RENE CHIARI","TV LED 42 CCE","TV E AUDIO","CCE",3,"1600.00","800.00"
4361,"2017-09-17","Luis Carvalho","CELIA TAVARES","NOTEBOOK SONY 3D","INFORMATICA","SONY",3,"2500.00","2000.00"
4362,"2017-03-23","Nicolash Ferreira","ANTONIO JESUS","RIO DE JANEIRO / CAMPINAS","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",3,"250.00","210.00"
4363,"2015-05-04","Paulo Dias","TERESA CRISTINA","IPAD 32","INFORMATICA","APPLE",2,"1900.00","1300.00"
4364,"2016-02-20","Renan Barros","JOAO NUNES","PENDRIVE 16","INFORMATICA","PHILIPS",3,"30.00","10.00"
4365,"2015-11-17","Miguel Pinto","TERESA CRISTINA","DESKTOP P5 HP","INFORMATICA","HP",2,"1400.00","980.00"
4366,"2016-06-15","Amanda Fernandes","WALLACE MOREIRA","NOKIA 549","CELULARES","NOKIA",3,"450.00","300.00"
4367,"2017-05-16","Sarah Alves","CARLOS SENRA","JUST DANCE","GAMES","BILLZAR GAMES",3,"99.00","34.00"
4368,"2015-03-26","Luan Santos","RENE CHIARI","MAFIA","GAMES","BRAZUCA JOGOS",4,"120.00","55.00"
4369,"2015-05-05","Thiago Cavalcanti","DAVID BORGES","RIO DE JANEIRO / NEW YORK","PASSAGENS","AMERICA LINES EXPRESS",2,"2600.00","2354.00"
4370,"2017-03-25","Kauê Oliveira","RENE CHIARI","NOKIA ASHA 501","CELULARES","NOKIA",3,"600.00","320.00"
4371,"2015-09-13","Luiz Martins","CELIA TAVARES","MESA 4 LUGARES","MOVEIS","MOVEIS VAREJÃƒO",3,"1000.00","823.00"
4372,"2017-09-11","Lavinia Azevedo","CELIA TAVARES","TSQL TUNING","LIVROS","MICROSOFT",3,"90.00","75.00"
4373,"2017-11-17","Melissa Silva","WALLACE MOREIRA","CARTAO SD 64 GB SAMSUNG","INFORMATICA","SAMSUNG",3,"78.00","55.00"
4374,"2016-09-24","Leonor Santos","RAFAELA LIMA","HOME THEATER PANASONIC","TV E AUDIO","PANASONIC",3,"245.00","150.00"
4375,"2016-05-13","Lara Goncalves","LILIAN SALINAS","RIO DE JANEIRO / CURITIBA","PASSAGENS","LINHAS LATINAS DE AVIÃ•ES",5,"450.00","400.00"
4376,"2017-10-26","Matheus Barros","JOAO NUNES","O SENHOR DO CRIME","LIVROS","EDITORA AMAZONIA",3,"199.00","120.00"
4377,"2017-10-09","Isabelle Rocha","DAVID BORGES","PHONE 5","CELULARES","APPLE",4,"2500.00","1900.00"
4378,"2017-08-12","Fernanda Gomes","PEDRO NUNES","MOUSE OPTICO","INFORMATICA","MICROSOFT",4,"89.00","51.00"
4379,"2017-08-12","Samuel Azevedo","FABIO AUGUSTO","JOGOS VORAZES","LIVROS","EDITORA LELIVROS",2,"45.00","22.00"
4380,"2016-11-06","Breno Correia","PILAR SANCHES","ESCOLINHA DO JUCA","DVDS","STUDIOS HOLLYWOOD",5,"56.00","23.00"
4381,"2017-02-13","Nicolash Silva","DAVID BORGES","SAO PAULO / SALVADOR","PASSAGENS","LINHAS AÃ‰REAS BRAZUCA",4,"450.00","400.00"
4382,"2017-01-06","Leila Goncalves","TERESA CRISTINA","MESA DE CENTRO","MOVEIS","MOVEIS VAREJÃƒO",3,"500.00","350.00"
4383,"2017-12-15","Livia Almeida","MARCELO WITEMBERG","PHONE 5","CELULARES","APPLE",2,"2500.00","1900.00"
4384,"2016-07-17","Alex Ribeiro","CLARA MAFRA","HUB SWITCH 6 PORTAS","INFORMATICA","ACER",4,"79.00","60.00"
4385,"2016-03-05","Miguel Correia","MARCELO WITEMBERG","SMART TV PANASONIC 42","TV E AUDIO","PANASONIC",4,"2200.00","1800.00"
4386,"2017-08-17","Kaua Castro","RENE CHIARI","CARREGADOR TURBO CELULAR","CELULARES","MOTOROLA",4,"99.00","55.00"
4387,"2016-02-08","Lucas Pereira","RENATA MONTEIRO","CAVALEIROS DE PRATA","GAMES","BILLZAR GAMES",2,"145.00","89.00"
4388,"2017-07-12","Bianca Azevedo","MARCELO WITEMBERG","XTG RAD D1","CELULARES","GFORCE",5,"800.00","567.00"
4389,"2017-02-15","Kai Souza","RENATA MONTEIRO","MEMORIA DDR 3 16GB","INFORMATICA","VISION",2,"140.00","75.00"
4390,"2017-10-03","Lavinia Melo","SILVIO BAHIANA","TV LED 55 LG","TV E AUDIO","LG",4,"3900.00","3050.00"
4391,"2016-11-16","Ryan Souza","DEBORA ALMEIDA","PHONE 5","CELULARES","APPLE",1,"2500.00","1900.00"
4392,"2017-02-10","Martim Almeida","EDUARDO SANTOS","SMART TV PHILIPS 46","TV E AUDIO","PHILIPS",5,"3199.00","2500.00"
4393,"2015-05-19","Fernanda Pinto","CLARA MAFRA","NOKIA ASHA 202","CELULARES","NOKIA",3,"700.00","430.00"
4394,"2015-09-11","Felipe Costa","TERESA CRISTINA","MOCHILA NOTEBOOK 14 POL","INFORMATICA","GENIUS",2,"89.00","61.00"
4395,"2017-12-21","Samuel Castro","ANTONIO JESUS","NOKIA ASHA 501","CELULARES","NOKIA",3,"600.00","320.00"
4396,"2017-09-27","Leonardo Barbosa","JOAO NUNES","O SUPER-HERÓI","DVDS","STUDIOS HB",2,"45.00","20.00"
4397,"2016-12-20","Fernanda Cunha","HERMES MACEDO","GELADEIRA BRASTEMP","ELETRODOMESTICOS","BRASTEMP",2,"3000.00","2463.00"
4398,"2017-03-26","Lucas Almeida","LILIAN SALINAS","CARTAO SD 32 GB SANDISK","INFORMATICA","SANDISK",4,"32.00","15.00"
4399,"2015-10-16","Rodrigo Castro","JOAO NUNES","GRAVITACIONAL","DVDS","STUDIOS CALIFORNIA",2,"78.00","37.00"
4400,"2016-05-07","Renan Gomes","CELIA TAVARES","MESA JANTAR 6 LUGARES","MOVEIS","BRASIL MADEIRAS",2,"2500.00","1900.00"
4401,"2016-08-13","Bruna Cavalcanti","GERALDO FRANCISCO","JOGOS VORAZES","LIVROS","EDITORA LELIVROS",1,"45.00","22.00"
4402,"2017-07-14","Enzo Dias","HERMES MACEDO","PANIFICADORA BRITANIA","ELETRODOMESTICOS","BRITANIA",2,"250.00","130.00"
4403,"2017-09-11","Nicole Goncalves","FABIO AUGUSTO","HD 1T SAMSUNG","INFORMATICA","SAMSUNG",5,"260.00","110.00"
4404,"2017-12-03","Pedro Melo","CARLOS SENRA","FUTEBOL 2018","GAMES","JOGAR GAMES",5,"145.00","67.00"
4405,"2017-10-06","Lavinia Cavalcanti","JOAO NUNES","LEITOR DE CARTOES","INFORMATICA","VISION",3,"34.00","10.00"
4406,"2016-03-12","Julian Sousa","RENATA MONTEIRO","CARREGADOR TURBO CELULAR","CELULARES","MOTOROLA",3,"99.00","55.00"
4407,"2015-10-23","Nicole Correia","RAFAELA LIMA","PHONE 5","CELULARES","APPLE",2,"2500.00","1900.00"
4408,"2015-03-06","Luiz Santos","DAVID BORGES","O SENHOR DO CRIME","LIVROS","EDITORA AMAZONIA",2,"199.00","120.00"
4409,"2017-07-10","Gabrielle Castro","LILIAN SALINAS","LAVA LOUCAS CCE","ELETRODOMESTICOS","CCE",2,"3600.00","2745.00"
4410,"2015-12-03","Renan Costa","ANTONIO JESUS","PENDRIVE 128 CROSSAIR","INFORMATICA","PHILIPS",4,"137.00","98.00"
4411,"2015-02-06","Kauê Pereira","RENE CHIARI","HD 1T SAMSUNG","INFORMATICA","SAMSUNG",4,"260.00","110.00"
